"District","FIPS","Year","Gender","Variable","Measure Type","Value"
"Weston School District","900183430","2013-2014","Female","Chronically Absent Students","Percent","6.5"
"Weston School District","900183430","2013-2014","Male","Chronically Absent Students","Percent","4.5"
"Weston School District","900183430","2014-2015","Female","Chronically Absent Students","Percent","7.2"
"Weston School District","900183430","2014-2015","Male","Chronically Absent Students","Percent","4.7"
"Weston School District","900183430","2015-2016","Female","Chronically Absent Students","Percent","4.5"
"Weston School District","900183430","2015-2016","Male","Chronically Absent Students","Percent","3.7"
"Westport School District","900183500","2011-2012","Female","Chronically Absent Students","Percent","1.9"
"Westport School District","900183500","2011-2012","Male","Chronically Absent Students","Percent","2.1"
"Westport School District","900183500","2012-2013","Female","Chronically Absent Students","Percent","2.6"
"Westport School District","900183500","2012-2013","Male","Chronically Absent Students","Percent","2.5"
"Westport School District","900183500","2013-2014","Female","Chronically Absent Students","Percent","3.3"
"Westport School District","900183500","2013-2014","Male","Chronically Absent Students","Percent","2.3"
"Westport School District","900183500","2014-2015","Female","Chronically Absent Students","Percent","1.9"
"Westport School District","900183500","2014-2015","Male","Chronically Absent Students","Percent","1.8"
"Westport School District","900183500","2015-2016","Female","Chronically Absent Students","Percent","2.4"
"Westport School District","900183500","2015-2016","Male","Chronically Absent Students","Percent","2.5"
"Wethersfield School District","900384900","2011-2012","Female","Chronically Absent Students","Percent","4.4"
"Wethersfield School District","900384900","2011-2012","Male","Chronically Absent Students","Percent","5.1"
"Wethersfield School District","900384900","2012-2013","Female","Chronically Absent Students","Percent","9.1"
"Wethersfield School District","900384900","2012-2013","Male","Chronically Absent Students","Percent","9.7"
"Wethersfield School District","900384900","2013-2014","Female","Chronically Absent Students","Percent","3.7"
"Wethersfield School District","900384900","2013-2014","Male","Chronically Absent Students","Percent","5.2"
"Wethersfield School District","900384900","2014-2015","Female","Chronically Absent Students","Percent","4.0"
"Wethersfield School District","900384900","2014-2015","Male","Chronically Absent Students","Percent","4.1"
"Wethersfield School District","900384900","2015-2016","Female","Chronically Absent Students","Percent","4.5"
"Wethersfield School District","900384900","2015-2016","Male","Chronically Absent Students","Percent","3.2"
"Willington School District","","2011-2012","Female","Chronically Absent Students","Percent","4.8"
"Willington School District","","2011-2012","Male","Chronically Absent Students","Percent","4.6"
"Willington School District","","2012-2013","Female","Chronically Absent Students","Percent","5.3"
"Willington School District","","2012-2013","Male","Chronically Absent Students","Percent","5.0"
"Willington School District","","2013-2014","Female","Chronically Absent Students","Percent","-9999"
"Willington School District","","2013-2014","Male","Chronically Absent Students","Percent","6.0"
"Willington School District","","2014-2015","Female","Chronically Absent Students","Percent","7.3"
"Willington School District","","2014-2015","Male","Chronically Absent Students","Percent","6.8"
"Willington School District","","2015-2016","Female","Chronically Absent Students","Percent","5.0"
"Willington School District","","2015-2016","Male","Chronically Absent Students","Percent","3.7"
"Wilton School District","900186370","2011-2012","Female","Chronically Absent Students","Percent","17.0"
"Wilton School District","900186370","2011-2012","Male","Chronically Absent Students","Percent","14.0"
"Wilton School District","900186370","2012-2013","Female","Chronically Absent Students","Percent","18.3"
"Wilton School District","900186370","2012-2013","Male","Chronically Absent Students","Percent","15.3"
"Wilton School District","900186370","2013-2014","Female","Chronically Absent Students","Percent","14.8"
"Wilton School District","900186370","2013-2014","Male","Chronically Absent Students","Percent","12.2"
"Wilton School District","900186370","2014-2015","Female","Chronically Absent Students","Percent","4.1"
"Wilton School District","900186370","2014-2015","Male","Chronically Absent Students","Percent","4.2"
"Wilton School District","900186370","2015-2016","Female","Chronically Absent Students","Percent","4.9"
"Wilton School District","900186370","2015-2016","Male","Chronically Absent Students","Percent","4.0"
"Winchester School District","900586440","2011-2012","Female","Chronically Absent Students","Percent","11.7"
"Winchester School District","900586440","2011-2012","Male","Chronically Absent Students","Percent","10.4"
"Winchester School District","900586440","2012-2013","Female","Chronically Absent Students","Percent","5.3"
"Winchester School District","900586440","2012-2013","Male","Chronically Absent Students","Percent","7.4"
"Winchester School District","900586440","2013-2014","Female","Chronically Absent Students","Percent","6.3"
"Winchester School District","900586440","2013-2014","Male","Chronically Absent Students","Percent","10.7"
"Winchester School District","900586440","2014-2015","Female","Chronically Absent Students","Percent","5.3"
"Winchester School District","900586440","2014-2015","Male","Chronically Absent Students","Percent","8.0"
"Winchester School District","900586440","2015-2016","Female","Chronically Absent Students","Percent","5.8"
"Winchester School District","900586440","2015-2016","Male","Chronically Absent Students","Percent","8.8"
"Windham School District","901586790","2011-2012","Female","Chronically Absent Students","Percent","18.3"
"Windham School District","901586790","2011-2012","Male","Chronically Absent Students","Percent","18.2"
"Windham School District","901586790","2012-2013","Female","Chronically Absent Students","Percent","19.7"
"Windham School District","901586790","2012-2013","Male","Chronically Absent Students","Percent","17.8"
"Windham School District","901586790","2013-2014","Female","Chronically Absent Students","Percent","18.4"
"Windham School District","901586790","2013-2014","Male","Chronically Absent Students","Percent","17.1"
"Windham School District","901586790","2014-2015","Female","Chronically Absent Students","Percent","15.8"
"Windham School District","901586790","2014-2015","Male","Chronically Absent Students","Percent","14.8"
"Windham School District","901586790","2015-2016","Female","Chronically Absent Students","Percent","16.2"
"Windham School District","901586790","2015-2016","Male","Chronically Absent Students","Percent","16.1"
"Windsor Locks School District","900387070","2011-2012","Female","Chronically Absent Students","Percent","12.4"
"Windsor Locks School District","900387070","2011-2012","Male","Chronically Absent Students","Percent","10.0"
"Windsor Locks School District","900387070","2012-2013","Female","Chronically Absent Students","Percent","11.4"
"Windsor Locks School District","900387070","2012-2013","Male","Chronically Absent Students","Percent","9.4"
"Windsor Locks School District","900387070","2013-2014","Female","Chronically Absent Students","Percent","11.8"
"Windsor Locks School District","900387070","2013-2014","Male","Chronically Absent Students","Percent","8.6"
"Windsor Locks School District","900387070","2014-2015","Female","Chronically Absent Students","Percent","14.4"
"Windsor Locks School District","900387070","2014-2015","Male","Chronically Absent Students","Percent","12.2"
"Windsor Locks School District","900387070","2015-2016","Female","Chronically Absent Students","Percent","11.7"
"Windsor Locks School District","900387070","2015-2016","Male","Chronically Absent Students","Percent","12.7"
"Windsor School District","900387000","2011-2012","Female","Chronically Absent Students","Percent","8.3"
"Windsor School District","900387000","2011-2012","Male","Chronically Absent Students","Percent","7.6"
"Windsor School District","900387000","2012-2013","Female","Chronically Absent Students","Percent","9.0"
"Windsor School District","900387000","2012-2013","Male","Chronically Absent Students","Percent","8.7"
